Block,Trial,V3,CueDirection,Condition,Level,V7,V8,V9,V10,V11,V12,V13,long,V15,V16,V17,V18,V19,V20,V21,SubID,BlockID
2,58,1,left,2,150,0,0,0,18,0,0,0,0,2,1,1,1,0,1,0,3,2
2,59,1,left,2,1050,0,0,0,10,0,0,0,1,1,1,1,1,0,1,0,3,2
2,60,1,left,2,750,0,0,0,17,0,0,0,1,1,1,1,1,0,1,0,3,2
2,61,1,right,2,300,0,0,0,19,0,0,0,0,2,1,1,1,0,1,0,3,2
2,62,1,right,2,1050,0,0,0,33,0,0,0,0,2,1,1,1,0,1,0,3,2
2,63,1,right,2,300,0,0,0,27,0,0,0,0,2,0,0,0,1,0,0,3,2
2,64,1,left,2,900,0,0,0,17,0,0,0,0,2,1,1,1,0,1,0,3,2
2,65,1,left,2,750,0,0,0,17,0,0,0,1,1,1,1,1,0,1,0,3,2
2,66,1,left,2,900,0,0,0,20,0,0,0,0,2,1,1,1,0,1,0,3,2
2,67,1,left,2,150,0,0,0,10,0,0,0,0,2,1,1,1,0,1,0,3,2
2,68,1,right,2,150,0,0,0,28,0,0,0,0,2,0,1,1,0,1,0,3,2
2,69,1,left,2,900,0,0,0,5,0,0,0,0,2,0,1,1,0,1,0,3,2
2,70,1,right,2,300,0,0,0,37,0,0,0,0,2,1,1,1,0,1,0,3,2
2,71,1,right,2,900,0,0,0,32,0,0,0,1,1,1,1,1,0,1,0,3,2
2,72,1,right,2,1050,0,0,0,12,0,0,0,1,1,1,1,1,0,1,0,3,2
2,73,1,left,2,300,0,0,0,31,0,0,0,0,2,1,1,1,0,1,0,3,2
2,74,1,right,2,600,0,0,0,34,0,0,0,1,1,1,1,1,0,1,0,3,2
2,75,1,right,2,750,0,0,0,22,0,0,0,0,2,1,1,1,0,1,0,3,2
2,76,1,left,2,750,0,0,0,15,0,0,0,0,2,1,1,1,0,1,0,3,2
2,77,1,left,2,150,0,0,0,1,0,0,0,0,2,1,1,1,0,1,0,3,2
2,78,1,left,2,600,0,0,0,5,0,0,0,0,2,1,1,1,0,1,0,3,2
2,79,1,right,2,900,0,0,0,12,0,0,0,0,2,1,1,1,0,1,0,3,2
2,80,1,right,2,1050,0,0,0,7,0,0,0,0,2,1,1,1,0,1,0,3,2
2,81,1,left,2,150,0,0,0,28,0,0,0,0,2,1,1,1,0,1,0,3,2
2,82,1,right,2,300,0,0,0,37,0,0,0,0,2,1,1,1,0,1,0,3,2
2,83,1,right,2,900,0,0,0,20,0,0,0,0,2,1,1,1,0,1,0,3,2
2,84,1,right,2,450,0,0,0,27,0,0,0,0,2,0,1,1,0,1,0,3,2
2,85,1,left,2,600,0,0,0,32,0,0,0,0,2,0,1,1,0,1,0,3,2
2,86,1,right,2,900,0,0,0,3,0,0,0,0,2,1,1,1,0,1,0,3,2
2,87,1,left,2,150,0,0,0,21,0,0,0,1,1,1,1,1,0,1,0,3,2
2,88,1,left,2,450,0,0,0,6,0,0,0,1,1,1,1,1,0,1,0,3,2
2,89,1,right,2,750,0,0,0,25,0,0,0,0,2,0,1,1,0,1,0,3,2
2,90,1,left,2,900,0,0,0,20,0,0,0,0,2,1,1,1,0,1,0,3,2
2,91,1,left,2,150,0,0,0,21,0,0,0,0,2,0,1,1,0,1,0,3,2
2,92,1,left,2,600,0,0,0,27,0,0,0,1,1,1,1,1,0,1,0,3,2
2,93,1,right,2,900,0,0,0,20,0,0,0,0,2,1,1,1,0,1,0,3,2
2,94,1,right,2,1050,0,0,0,37,0,0,0,1,1,1,1,1,0,1,0,3,2
2,95,1,left,2,450,0,0,0,34,0,0,0,1,1,1,1,1,0,1,0,3,2
2,96,1,right,2,1050,0,0,0,30,0,0,0,0,2,0,1,0,1,0,0,3,2
2,97,1,left,2,450,0,0,0,33,0,0,0,0,2,1,1,1,0,1,0,3,2
2,98,1,left,2,450,0,0,0,28,0,0,0,0,2,1,1,1,0,1,0,3,2
2,99,1,right,2,600,0,0,0,19,0,0,0,0,2,0,1,1,0,1,0,3,2
2,100,1,left,2,1050,0,0,0,27,0,0,0,0,2,0,1,1,0,1,0,3,2
2,101,1,left,2,900,0,0,0,7,0,0,0,0,2,0,0,0,1,0,0,3,2
2,102,1,right,2,150,0,0,0,11,0,0,0,0,2,1,1,1,0,1,0,3,2
2,103,1,left,2,900,0,0,0,1,0,0,0,1,1,1,1,1,0,1,0,3,2
2,104,1,left,2,900,0,0,0,36,0,0,0,1,1,1,1,1,0,1,0,3,2
2,105,1,left,2,600,0,0,0,12,0,0,0,1,1,1,1,1,0,1,0,3,2
2,106,1,left,2,450,0,0,0,35,0,0,0,0,2,1,1,1,0,1,0,3,2
2,107,1,left,2,450,0,0,0,7,0,0,0,0,2,1,1,1,0,1,0,3,2
2,108,1,right,2,450,0,0,0,10,0,0,0,0,2,1,1,1,0,1,0,3,2
2,109,1,right,2,600,0,0,0,10,0,0,0,0,2,1,1,1,0,1,0,3,2
2,110,1,left,2,600,0,0,0,30,0,0,0,0,2,1,1,1,0,1,0,3,2
2,111,1,right,2,1050,0,0,0,4,0,0,0,0,2,1,1,1,0,1,0,3,2
2,112,1,left,2,300,0,0,0,37,0,0,0,1,1,1,1,1,0,1,0,3,2
2,113,1,right,2,450,0,0,0,27,0,0,0,0,2,0,1,1,0,1,0,3,2
2,114,1,right,2,600,0,0,0,9,0,0,0,1,1,1,1,1,0,1,0,3,2
2,115,1,left,2,300,0,0,0,11,0,0,0,0,2,1,1,1,0,1,0,3,2
2,116,1,right,2,450,0,0,0,7,0,0,0,0,2,1,1,1,0,1,0,3,2
2,117,1,right,2,900,0,0,0,21,0,0,0,1,1,1,1,1,0,1,0,3,2
2,118,1,left,2,600,0,0,0,33,0,0,0,0,2,1,1,1,0,1,0,3,2
2,119,1,left,2,900,0,0,0,17,0,0,0,0,2,1,1,1,0,1,0,3,2
2,120,1,left,2,150,0,0,0,13,0,0,0,0,2,1,1,1,0,1,0,3,2
2,121,1,right,2,600,0,0,0,27,0,0,0,0,2,1,1,1,0,1,0,3,2
2,122,1,right,2,750,0,0,0,13,0,0,0,0,2,0,1,1,0,1,0,3,2
2,123,1,left,2,1050,0,0,0,7,0,0,0,0,2,0,1,1,0,1,0,3,2
2,124,1,left,2,1050,0,0,0,18,0,0,0,1,1,1,1,1,0,1,0,3,2
2,125,1,left,2,750,0,0,0,2,0,0,0,1,1,1,1,1,0,1,0,3,2
2,126,1,left,2,300,0,0,0,30,0,0,0,1,1,1,1,1,0,1,0,3,2
2,127,1,right,2,300,0,0,0,27,0,0,0,0,2,0,1,1,0,1,0,3,2
2,128,1,left,2,300,0,0,0,2,0,0,0,0,2,0,1,1,0,1,0,3,2
2,129,1,right,2,450,0,0,0,24,0,0,0,0,2,1,1,1,0,1,0,3,2
2,130,1,left,2,300,0,0,0,21,0,0,0,0,2,1,1,1,0,1,0,3,2
2,131,1,left,2,450,0,0,0,21,0,0,0,0,2,1,1,1,0,1,0,3,2
2,132,1,left,2,600,0,0,0,33,0,0,0,0,2,1,1,1,0,1,0,3,2
2,133,1,left,2,1050,0,0,0,7,0,0,0,0,2,0,1,1,0,1,0,3,2
2,134,1,right,2,1050,0,0,0,33,0,0,0,0,2,1,1,1,0,1,0,3,2
2,135,1,left,2,600,0,0,0,15,0,0,0,0,2,1,1,1,0,1,0,3,2
2,136,1,right,2,750,0,0,0,20,0,0,0,0,2,1,1,1,0,1,0,3,2
2,137,1,right,2,300,0,0,0,16,0,0,0,0,2,1,1,1,0,1,0,3,2
2,138,1,left,2,750,0,0,0,20,0,0,0,0,2,0,1,1,0,1,0,3,2
2,139,1,left,2,600,0,0,0,13,0,0,0,1,1,1,1,1,0,1,0,3,2
2,140,1,left,2,300,0,0,0,13,0,0,0,1,1,1,1,1,0,1,0,3,2
2,1,1,right,2,600,0,0,0,11,0,0,0,0,2,0,1,1,0,1,0,3,2
2,15,1,left,2,600,0,0,0,9,0,0,0,0,2,0,1,1,0,1,0,3,2
2,16,1,right,2,1050,0,0,0,28,0,0,0,1,1,1,1,1,0,1,0,3,2
2,18,1,left,2,1050,0,0,0,12,0,0,0,0,2,1,1,1,0,1,0,3,2
2,20,1,left,2,750,0,0,0,25,0,0,0,1,1,1,1,1,0,1,0,3,2
2,22,1,right,2,900,0,0,0,23,0,0,0,1,1,0,1,1,0,1,0,3,2
2,23,1,right,2,450,0,0,0,5,0,0,0,0,2,1,1,1,0,1,0,3,2
2,26,1,right,2,450,0,0,0,17,0,0,0,1,1,1,1,1,0,1,0,3,2
2,38,1,right,2,750,0,0,0,13,0,0,0,0,2,1,1,1,0,1,0,3,2
2,47,1,right,2,150,0,0,0,1,0,0,0,0,2,0,1,0,1,0,0,3,2
2,50,1,right,2,450,0,0,0,19,0,0,0,0,2,1,1,1,0,1,0,3,2
2,52,1,right,2,750,0,0,0,27,0,0,0,0,2,1,1,1,0,1,0,3,2
2,63,1,right,2,300,0,0,0,27,0,0,0,0,2,1,1,1,0,1,0,3,2
2,68,1,right,2,150,0,0,0,28,0,0,0,0,2,1,1,1,0,1,0,3,2
2,69,1,left,2,900,0,0,0,5,0,0,0,0,2,0,1,1,0,1,0,3,2
2,84,1,right,2,450,0,0,0,27,0,0,0,0,2,1,1,1,0,1,0,3,2
2,85,1,left,2,600,0,0,0,32,0,0,0,1,1,1,1,1,0,1,0,3,2
2,89,1,right,2,750,0,0,0,25,0,0,0,0,2,0,1,0,1,0,0,3,2
2,91,1,left,2,150,0,0,0,21,0,0,0,1,1,1,1,1,0,1,0,3,2
2,96,1,right,2,1050,0,0,0,30,0,0,0,0,2,1,1,1,0,1,0,3,2
2,99,1,right,2,600,0,0,0,19,0,0,0,0,2,1,1,1,0,1,0,3,2
2,100,1,left,2,1050,0,0,0,27,0,0,0,0,2,1,1,1,0,1,0,3,2
2,101,1,left,2,900,0,0,0,7,0,0,0,0,2,1,1,1,0,1,0,3,2
2,113,1,right,2,450,0,0,0,27,0,0,0,0,2,1,1,1,0,1,0,3,2
2,122,1,right,2,750,0,0,0,13,0,0,0,0,2,1,1,1,0,1,0,3,2
2,123,1,left,2,1050,0,0,0,7,0,0,0,1,1,1,1,1,0,1,0,3,2
2,127,1,right,2,300,0,0,0,27,0,0,0,0,2,0,1,1,0,1,0,3,2
2,128,1,left,2,300,0,0,0,2,0,0,0,0,2,0,0,0,1,0,0,3,2
2,133,1,left,2,1050,0,0,0,7,0,0,0,1,1,1,1,1,0,1,0,3,2
2,138,1,left,2,750,0,0,0,20,0,0,0,0,2,1,1,1,0,1,0,3,2
2,1,1,right,2,600,0,0,0,11,0,0,0,0,2,1,1,1,0,1,0,3,2
2,15,1,left,2,600,0,0,0,9,0,0,0,1,1,1,1,1,0,1,0,3,2
2,22,1,right,2,900,0,0,0,23,0,0,0,1,1,1,1,1,0,1,0,3,2
2,47,1,right,2,150,0,0,0,1,0,0,0,0,2,1,1,1,0,1,0,3,2
2,69,1,left,2,900,0,0,0,5,0,0,0,1,1,1,1,1,0,1,0,3,2
2,89,1,right,2,750,0,0,0,25,0,0,0,0,2,1,1,1,0,1,0,3,2
2,127,1,right,2,300,0,0,0,27,0,0,0,0,2,1,1,1,0,1,0,3,2
2,128,1,left,2,300,0,0,0,2,0,0,0,1,1,1,1,1,0,1,0,3,2
3,1,1,right,4,150,0,0,0,26,0,0,0,0,2,1,0,0,0,0,0,3,3
3,2,1,right,4,450,0,0,0,20,0,0,0,0,2,1,0,0,0,0,0,3,3
3,3,1,right,4,900,0,0,0,34,0,0,0,0,2,1,0,0,0,0,0,3,3
3,4,1,left,4,750,0,0,0,2,0,0,0,1,1,1,0,0,0,0,0,3,3
3,5,1,left,4,900,0,0,0,29,0,0,0,1,1,1,0,0,0,0,0,3,3
3,6,1,left,4,300,0,0,0,36,0,0,0,0,2,1,0,0,0,0,0,3,3
3,7,1,right,4,750,0,0,0,35,0,0,0,1,1,1,0,0,0,0,0,3,3
3,8,1,right,4,450,0,0,0,16,0,0,0,0,2,1,0,0,0,0,0,3,3
3,9,1,right,4,600,0,0,0,34,0,0,0,4,-2,-1,-2,-2,-2,-2,-2,3,3
3,10,1,left,4,450,0,0,0,28,0,0,0,1,1,1,0,0,0,0,0,3,3
3,11,1,left,4,450,0,0,0,10,0,0,0,1,1,1,0,0,0,0,0,3,3
3,12,1,right,4,300,0,0,0,4,0,0,0,1,1,1,0,0,0,0,0,3,3
3,13,1,right,4,1050,0,0,0,11,0,0,0,1,1,1,0,0,0,0,0,3,3
3,14,1,right,4,750,0,0,0,21,0,0,0,1,1,1,0,0,0,0,0,3,3
3,15,1,right,4,600,0,0,0,20,0,0,0,0,2,1,0,0,0,0,0,3,3
3,16,1,left,4,450,0,0,0,4,0,0,0,1,1,1,0,0,0,0,0,3,3
3,17,1,left,4,1050,0,0,0,9,0,0,0,1,1,1,0,0,0,0,0,3,3
3,18,1,right,4,900,0,0,0,22,0,0,0,1,1,1,0,0,0,0,0,3,3
3,19,1,left,4,900,0,0,0,16,0,0,0,4,-2,-1,-2,-2,-2,-2,-2,3,3
3,20,1,right,4,1050,0,0,0,32,0,0,0,1,1,1,0,0,0,0,0,3,3
3,21,1,right,4,450,0,0,0,9,0,0,0,4,-2,-1,-2,-2,-2,-2,-2,3,3
3,22,1,left,4,300,0,0,0,37,0,0,0,1,1,1,0,0,0,0,0,3,3
3,23,1,left,4,750,0,0,0,28,0,0,0,4,-2,-1,-2,-2,-2,-2,-2,3,3
3,24,1,right,4,450,0,0,0,19,0,0,0,1,1,1,0,0,0,0,0,3,3
3,25,1,right,4,900,0,0,0,8,0,0,0,4,-2,-1,-2,-2,-2,-2,-2,3,3
3,26,1,right,4,900,0,0,0,4,0,0,0,4,-2,-1,-2,-2,-2,-2,-2,3,3
3,27,1,left,4,450,0,0,0,10,0,0,0,4,-2,-1,-2,-2,-2,-2,-2,3,3
3,28,1,right,4,150,0,0,0,10,0,0,0,4,-2,-1,-2,-2,-2,-2,-2,3,3
3,29,1,right,4,600,0,0,0,21,0,0,0,4,-2,-1,-2,-2,-2,-2,-2,3,3
3,30,1,left,4,300,0,0,0,8,0,0,0,4,-2,-1,-2,-2,-2,-2,-2,3,3
3,31,1,right,4,300,0,0,0,29,0,0,0,0,2,1,0,0,0,0,0,3,3
3,32,1,right,4,1050,0,0,0,29,0,0,0,0,2,1,0,0,0,0,0,3,3
3,33,1,left,4,750,0,0,0,26,0,0,0,0,2,1,0,0,0,0,0,3,3
3,34,1,right,4,750,0,0,0,11,0,0,0,1,1,1,0,0,0,0,0,3,3
3,35,1,right,4,450,0,0,0,14,0,0,0,0,2,1,0,0,0,0,0,3,3
3,36,1,right,4,900,0,0,0,28,0,0,0,0,2,1,0,0,0,0,0,3,3
3,37,1,left,4,750,0,0,0,27,0,0,0,0,2,1,0,0,0,0,0,3,3
3,38,1,right,4,1050,0,0,0,14,0,0,0,0,2,1,0,0,0,0,0,3,3
3,39,1,right,4,300,0,0,0,23,0,0,0,0,2,1,0,0,0,0,0,3,3
3,40,1,left,4,1050,0,0,0,23,0,0,0,4,-2,-1,-2,-2,-2,-2,-2,3,3
3,41,1,right,4,300,0,0,0,36,0,0,0,1,1,1,0,0,0,0,0,3,3
3,42,1,left,4,1050,0,0,0,10,0,0,0,0,2,1,0,0,0,0,0,3,3
3,43,1,left,4,300,0,0,0,31,0,0,0,4,-2,-1,-2,-2,-2,-2,-2,3,3
3,44,1,left,4,750,0,0,0,35,0,0,0,0,2,1,0,0,0,0,0,3,3
3,45,1,left,4,750,0,0,0,6,0,0,0,0,2,1,0,0,0,0,0,3,3
3,46,1,left,4,750,0,0,0,22,0,0,0,0,2,1,0,0,0,0,0,3,3
3,47,1,left,4,900,0,0,0,7,0,0,0,4,-2,-1,-2,-2,-2,-2,-2,3,3
3,48,1,left,4,600,0,0,0,30,0,0,0,1,1,1,0,0,0,0,0,3,3
3,49,1,right,4,300,0,0,0,17,0,0,0,4,-2,-1,-2,-2,-2,-2,-2,3,3
3,50,1,left,4,600,0,0,0,15,0,0,0,0,2,1,0,0,0,0,0,3,3
3,51,1,right,4,150,0,0,0,30,0,0,0,0,2,1,0,0,0,0,0,3,3
3,52,1,left,4,1050,0,0,0,11,0,0,0,4,-2,-1,-2,-2,-2,-2,-2,3,3
3,53,1,left,4,300,0,0,0,20,0,0,0,0,2,1,0,0,0,0,0,3,3
3,54,1,left,4,300,0,0,0,23,0,0,0,0,2,1,0,0,0,0,0,3,3
3,55,1,right,4,450,0,0,0,9,0,0,0,1,1,1,0,0,0,0,0,3,3
3,56,1,left,4,150,0,0,0,13,0,0,0,4,-2,-1,-2,-2,-2,-2,-2,3,3
3,57,1,left,4,450,0,0,0,36,0,0,0,1,1,1,0,0,0,0,0,3,3
3,58,1,left,4,450,0,0,0,27,0,0,0,1,1,1,0,0,0,0,0,3,3
3,59,1,right,4,750,0,0,0,19,0,0,0,4,-2,-1,-2,-2,-2,-2,-2,3,3
3,60,1,right,4,150,0,0,0,19,0,0,0,1,1,1,0,0,0,0,0,3,3
3,61,1,right,4,300,0,0,0,13,0,0,0,1,1,1,0,0,0,0,0,3,3
3,62,1,left,4,600,0,0,0,17,0,0,0,4,-2,-1,-2,-2,-2,-2,-2,3,3
3,63,1,left,4,150,0,0,0,6,0,0,0,1,1,1,0,0,0,0,0,3,3
3,64,1,left,4,600,0,0,0,11,0,0,0,4,-2,-1,-2,-2,-2,-2,-2,3,3
3,65,1,left,4,600,0,0,0,32,0,0,0,1,1,1,0,0,0,0,0,3,3
3,66,1,left,4,900,0,0,0,6,0,0,0,1,1,1,0,0,0,0,0,3,3
3,67,1,left,4,150,0,0,0,22,0,0,0,0,2,1,0,0,0,0,0,3,3
3,68,1,left,4,900,0,0,0,18,0,0,0,1,1,1,0,0,0,0,0,3,3
3,69,1,right,4,600,0,0,0,10,0,0,0,1,1,1,0,0,0,0,0,3,3
3,70,1,right,4,750,0,0,0,11,0,0,0,1,1,1,0,0,0,0,0,3,3
3,71,1,left,4,150,0,0,0,24,0,0,0,0,2,1,0,0,0,0,0,3,3
3,72,1,right,4,750,0,0,0,23,0,0,0,1,1,1,0,0,0,0,0,3,3
3,73,1,right,4,150,0,0,0,25,0,0,0,1,1,1,0,0,0,0,0,3,3
3,74,1,right,4,300,0,0,0,37,0,0,0,0,2,1,0,0,0,0,0,3,3
3,75,1,right,4,1050,0,0,0,31,0,0,0,1,1,1,0,0,0,0,0,3,3
3,76,1,left,4,300,0,0,0,27,0,0,0,0,2,1,0,0,0,0,0,3,3
3,77,1,left,4,900,0,0,0,35,0,0,0,1,1,1,0,0,0,0,0,3,3
3,78,1,right,4,150,0,0,0,8,0,0,0,4,-2,-1,-2,-2,-2,-2,-2,3,3
3,79,1,left,4,150,0,0,0,34,0,0,0,0,2,1,0,0,0,0,0,3,3
3,80,1,right,4,900,0,0,0,27,0,0,0,1,1,1,0,0,0,0,0,3,3
3,81,1,right,4,1050,0,0,0,11,0,0,0,1,1,1,0,0,0,0,0,3,3
3,82,1,right,4,450,0,0,0,4,0,0,0,1,1,1,0,0,0,0,0,3,3
3,83,1,left,4,1050,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,3,3
3,84,1,right,4,750,0,0,0,37,0,0,0,4,-2,-1,-2,-2,-2,-2,-2,3,3
3,85,1,left,4,900,0,0,0,16,0,0,0,1,1,1,0,0,0,0,0,3,3
3,86,1,right,4,150,0,0,0,33,0,0,0,4,-2,-1,-2,-2,-2,-2,-2,3,3
3,87,1,left,4,600,0,0,0,25,0,0,0,1,1,1,0,0,0,0,0,3,3
3,88,1,left,4,450,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,3,3
3,89,1,left,4,450,0,0,0,8,0,0,0,4,-2,-1,-2,-2,-2,-2,-2,3,3
3,90,1,right,4,600,0,0,0,19,0,0,0,0,2,1,0,0,0,0,0,3,3
3,91,1,left,4,1050,0,0,0,17,0,0,0,1,1,1,0,0,0,0,0,3,3
3,92,1,left,4,1050,0,0,0,18,0,0,0,1,1,1,0,0,0,0,0,3,3
3,93,1,left,4,600,0,0,0,27,0,0,0,1,1,1,0,0,0,0,0,3,3
3,94,1,right,4,600,0,0,0,15,0,0,0,4,-2,-1,-2,-2,-2,-2,-2,3,3
3,95,1,left,4,750,0,0,0,8,0,0,0,1,1,1,0,0,0,0,0,3,3
3,96,1,right,4,450,0,0,0,1,0,0,0,4,-2,-1,-2,-2,-2,-2,-2,3,3
3,97,1,left,4,900,0,0,0,29,0,0,0,1,1,1,0,0,0,0,0,3,3
3,98,1,right,4,1050,0,0,0,15,0,0,0,1,1,1,0,0,0,0,0,3,3
3,99,1,left,4,750,0,0,0,2,0,0,0,1,1,1,0,0,0,0,0,3,3
3,100,1,left,4,1050,0,0,0,34,0,0,0,1,1,1,0,0,0,0,0,3,3
3,101,1,left,4,450,0,0,0,24,0,0,0,4,-2,-1,-2,-2,-2,-2,-2,3,3
3,102,1,left,4,300,0,0,0,13,0,0,0,4,-2,-1,-2,-2,-2,-2,-2,3,3
3,103,1,left,4,150,0,0,0,22,0,0,0,0,2,1,0,0,0,0,0,3,3
3,104,1,left,4,300,0,0,0,21,0,0,0,0,2,1,0,0,0,0,0,3,3
3,105,1,right,4,600,0,0,0,8,0,0,0,1,1,1,0,0,0,0,0,3,3
3,106,1,right,4,600,0,0,0,10,0,0,0,1,1,1,0,0,0,0,0,3,3
3,107,1,right,4,600,0,0,0,29,0,0,0,0,2,1,0,0,0,0,0,3,3
3,108,1,left,4,1050,0,0,0,2,0,0,0,4,-2,-1,-2,-2,-2,-2,-2,3,3
3,109,1,left,4,150,0,0,0,27,0,0,0,0,2,1,0,0,0,0,0,3,3
3,110,1,right,4,750,0,0,0,29,0,0,0,4,-2,-1,-2,-2,-2,-2,-2,3,3
3,111,1,right,4,750,0,0,0,3,0,0,0,4,-2,-1,-2,-2,-2,-2,-2,3,3
3,112,1,right,4,150,0,0,0,8,0,0,0,0,2,1,0,0,0,0,0,3,3
3,113,1,left,4,450,0,0,0,22,0,0,0,0,2,1,0,0,0,0,0,3,3
3,114,1,left,4,600,0,0,0,9,0,0,0,1,1,1,0,0,0,0,0,3,3
3,115,1,left,4,300,0,0,0,2,0,0,0,4,-2,-1,-2,-2,-2,-2,-2,3,3
3,116,1,left,4,150,0,0,0,14,0,0,0,0,2,1,0,0,0,0,0,3,3
3,117,1,left,4,1050,0,0,0,2,0,0,0,0,2,1,0,0,0,0,0,3,3
3,118,1,right,4,1050,0,0,0,20,0,0,0,1,1,1,0,0,0,0,0,3,3
3,119,1,left,4,750,0,0,0,17,0,0,0,4,-2,-1,-2,-2,-2,-2,-2,3,3
3,120,1,left,4,600,0,0,0,8,0,0,0,0,2,1,0,0,0,0,0,3,3
3,121,1,right,4,600,0,0,0,15,0,0,0,4,-2,-1,-2,-2,-2,-2,-2,3,3
3,122,1,right,4,150,0,0,0,14,0,0,0,0,2,1,0,0,0,0,0,3,3
3,123,1,right,4,900,0,0,0,3,0,0,0,0,2,1,0,0,0,0,0,3,3
3,124,1,left,4,900,0,0,0,2,0,0,0,1,1,1,0,0,0,0,0,3,3
3,125,1,right,4,300,0,0,0,9,0,0,0,4,-2,-1,-2,-2,-2,-2,-2,3,3
3,126,1,right,4,150,0,0,0,14,0,0,0,1,1,1,0,0,0,0,0,3,3
3,127,1,right,4,450,0,0,0,3,0,0,0,1,1,1,0,0,0,0,0,3,3
3,128,1,right,4,900,0,0,0,8,0,0,0,0,2,1,0,0,0,0,0,3,3
3,129,1,left,4,150,0,0,0,33,0,0,0,1,1,1,0,0,0,0,0,3,3
3,130,1,left,4,900,0,0,0,18,0,0,0,1,1,1,0,0,0,0,0,3,3
3,131,1,right,4,1050,0,0,0,31,0,0,0,4,-2,-1,-2,-2,-2,-2,-2,3,3
3,132,1,right,4,300,0,0,0,18,0,0,0,0,2,1,0,0,0,0,0,3,3
3,133,1,left,4,600,0,0,0,2,0,0,0,4,-2,-1,-2,-2,-2,-2,-2,3,3
3,134,1,right,4,450,0,0,0,14,0,0,0,4,-2,-1,-2,-2,-2,-2,-2,3,3
3,135,1,right,4,750,0,0,0,34,0,0,0,0,2,1,0,0,0,0,0,3,3
3,136,1,right,4,300,0,0,0,24,0,0,0,0,2,1,0,0,0,0,0,3,3
3,137,1,right,4,900,0,0,0,10,0,0,0,0,2,1,0,0,0,0,0,3,3
3,138,1,left,4,150,0,0,0,32,0,0,0,4,-2,-1,-2,-2,-2,-2,-2,3,3
3,139,1,right,4,900,0,0,0,33,0,0,0,0,2,1,0,0,0,0,0,3,3
3,140,1,right,4,1050,0,0,0,28,0,0,0,4,-2,-1,-2,-2,-2,-2,-2,3,3
3,9,1,right,4,600,0,0,0,34,0,0,0,0,2,1,0,0,0,0,0,3,3
3,19,1,left,4,900,0,0,0,16,0,0,0,0,2,1,0,0,0,0,0,3,3
3,21,1,right,4,450,0,0,0,9,0,0,0,4,-2,-1,-2,-2,-2,-2,-2,3,3
3,23,1,left,4,750,0,0,0,28,0,0,0,4,-2,-1,-2,-2,-2,-2,-2,3,3
3,25,1,right,4,900,0,0,0,8,0,0,0,1,1,1,0,0,0,0,0,3,3
3,26,1,right,4,900,0,0,0,4,0,0,0,1,1,1,0,0,0,0,0,3,3
3,27,1,left,4,450,0,0,0,10,0,0,0,4,-2,-1,-2,-2,-2,-2,-2,3,3
3,28,1,right,4,150,0,0,0,10,0,0,0,1,1,1,0,0,0,0,0,3,3
3,29,1,right,4,600,0,0,0,21,0,0,0,0,2,1,0,0,0,0,0,3,3
3,30,1,left,4,300,0,0,0,8,0,0,0,1,1,1,0,0,0,0,0,3,3
3,40,1,left,4,1050,0,0,0,23,0,0,0,4,-2,-1,-2,-2,-2,-2,-2,3,3
3,43,1,left,4,300,0,0,0,31,0,0,0,4,-2,-1,-2,-2,-2,-2,-2,3,3
3,47,1,left,4,900,0,0,0,7,0,0,0,1,1,1,0,0,0,0,0,3,3
3,49,1,right,4,300,0,0,0,17,0,0,0,1,1,1,0,0,0,0,0,3,3
3,52,1,left,4,1050,0,0,0,11,0,0,0,1,1,1,0,0,0,0,0,3,3
3,56,1,left,4,150,0,0,0,13,0,0,0,0,2,1,0,0,0,0,0,3,3
3,59,1,right,4,750,0,0,0,19,0,0,0,1,1,1,0,0,0,0,0,3,3
3,62,1,left,4,600,0,0,0,17,0,0,0,4,-2,-1,-2,-2,-2,-2,-2,3,3
3,64,1,left,4,600,0,0,0,11,0,0,0,1,1,1,0,0,0,0,0,3,3
3,78,1,right,4,150,0,0,0,8,0,0,0,4,-2,-1,-2,-2,-2,-2,-2,3,3
3,84,1,right,4,750,0,0,0,37,0,0,0,4,-2,-1,-2,-2,-2,-2,-2,3,3
3,86,1,right,4,150,0,0,0,33,0,0,0,1,1,1,0,0,0,0,0,3,3
3,89,1,left,4,450,0,0,0,8,0,0,0,4,-2,-1,-2,-2,-2,-2,-2,3,3
3,94,1,right,4,600,0,0,0,15,0,0,0,1,1,1,0,0,0,0,0,3,3
3,96,1,right,4,450,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,3,3
3,101,1,left,4,450,0,0,0,24,0,0,0,4,-2,-1,-2,-2,-2,-2,-2,3,3
3,102,1,left,4,300,0,0,0,13,0,0,0,0,2,1,0,0,0,0,0,3,3
3,108,1,left,4,1050,0,0,0,2,0,0,0,1,1,1,0,0,0,0,0,3,3
3,110,1,right,4,750,0,0,0,29,0,0,0,4,-2,-1,-2,-2,-2,-2,-2,3,3
3,111,1,right,4,750,0,0,0,3,0,0,0,0,2,1,0,0,0,0,0,3,3
3,115,1,left,4,300,0,0,0,2,0,0,0,1,1,1,0,0,0,0,0,3,3
3,119,1,left,4,750,0,0,0,17,0,0,0,0,2,1,0,0,0,0,0,3,3
3,121,1,right,4,600,0,0,0,15,0,0,0,4,-2,-1,-2,-2,-2,-2,-2,3,3
